Developer ID,Error Frequency,Shortcut Usage,Help Feature Usage,Breakpoint Usage
83,0.6320065763048796,0.3191521977844583,0.5987836937800532,0.5630984545397155
84,0.5815409081028778,0.3880310411212037,0.6549829797943556,0.6327631865361298
85,0.45342546996580047,0.7773307098074307,0.3656081194485659,0.339296129845294
86,0.3346736574132342,0.8829065339809095,0.39409179774357156,0.3659910898001575
87,0.3866133231553017,0.7435994334264997,0.4140220852658148,0.350343819453521
88,0.3078465224921676,0.7761012997979757,0.37601720929960264,0.43101791491717567
89,0.9134877311993804,0.12728171627006177,0.8022879258650724,0.7906408074987084
90,0.7475723517466454,0.12899910314105123,0.7146864904687494,0.8975387697615895
91,0.8933778995074985,0.15113610600617947,0.8475044208762795,0.7924321395851152
92,0.562762258897578,0.3586780730670493,0.5950773737787284,0.5668260856818946
93,0.6723505092082961,0.23268092977201804,0.8432218099429754,0.7628917489796779
94,0.38232841256214006,0.7191762905674484,0.38540813186260686,0.3619253894094189
95,0.8104137489038431,0.24883195182418566,0.8178183198587201,0.8353286584095975
96,0.5662833669671312,0.4015915279137176,0.5682076960810559,0.6338216647473249
97,0.7663769776112025,0.18202234192297295,0.7593426858977773,0.7136858698834162
98,0.7193051076221024,0.18936298598930157,0.7552266719403162,0.8193451248929632
99,0.482406746610378,0.8082113877743667,0.42836451389263347,0.38886624497424227
